qid,structural,semantic,program_depth,question,gt_answer,blip_answer,mismatch_label,vilt_answer,vilt_correct
01313822,query,cat,3,Which kind of device is black?,remote control,remote,blip_subset,remote,False
01313818,query,cat,3,How is the black device called?,remote control,remote,blip_subset,remote,False
04146073,query,cat,3,Who is sitting?,woman,man,blip_subset,man,False
05785756,query,cat,3,Which kind of device is black?,cell phone,phone,blip_subset,phone,False
05785754,query,cat,3,What is the black device called?,cell phone,phone,blip_subset,phone,False
06735154,query,cat,3,How is the black device called?,computer mouse,mouse,blip_subset,remote,False
06735157,query,cat,3,Which kind of device is black?,computer mouse,mouse,blip_subset,remote,False
06735151,query,cat,2,What device is it?,computer mouse,mouse,blip_subset,remote,False
06735149,query,cat,2,What is the device called?,computer mouse,mouse,blip_subset,remote,False
05149128,query,cat,3,How the device that is not large is called?,computer mouse,computer,blip_subset,computer,False
05149129,query,cat,3,What kind of device is not large?,computer mouse,computer,blip_subset,computer,False
18621714,query,cat,2,What kind of furniture is it?,computer desk,desk,blip_subset,desk,False
18621715,query,cat,2,What kind of furniture is this?,computer desk,desk,blip_subset,desk,False
18157243,query,cat,3,What is the black device called?,cell phone,phone,blip_subset,phone,False
18157246,query,cat,3,Which kind of device is black?,cell phone,phone,blip_subset,phone,False
14532086,query,cat,3,Who is bending?,woman,man,blip_subset,man,False
00314188,query,cat,3,What sign is white?,stop sign,stop,blip_subset,stop,False
00314181,query,cat,2,Which sign is shown?,stop sign,stop,blip_subset,stop,False
00314182,query,cat,2,What sign is it?,stop sign,stop,blip_subset,stop,False
14891973,query,cat,3,What is the name of the clothing item that is white?,dress shirt,shirt,blip_subset,shirt,False
14891974,query,cat,3,What kind of clothing is white?,dress shirt,shirt,blip_subset,shirt,False
18191720,query,cat,3,Which kind of clothing is black?,t-shirt,shirt,blip_subset,shirt,False
18191719,query,cat,3,What kind of clothing is black?,t-shirt,shirt,blip_subset,shirt,False
00222153,query,cat,3,What is the name of the white clothing item?,t-shirt,shirt,blip_subset,shirt,False
00222155,query,cat,3,Which kind of clothing is white?,t-shirt,shirt,blip_subset,shirt,False
17696602,query,cat,3,Who is sitting?,woman,man,blip_subset,man,False
18720305,query,cat,3,Who is sitting?,woman,man,blip_subset,nobody,False
15427548,query,cat,2,How is this piece of furniture called?,armchair,chair,blip_subset,chair,False
15427553,query,cat,3,What kind of furniture is tan?,armchair,chair,blip_subset,couch,False
15427552,query,cat,3,What the piece of furniture that is tan is called?,armchair,chair,blip_subset,couch,False
15427547,query,cat,2,What item of furniture is it?,armchair,chair,blip_subset,chair,False
17848805,query,cat,3,Which device is white?,remote control,remote,blip_subset,remote,False
17848807,query,cat,3,What device is white?,remote control,remote,blip_subset,remote,False
00624787,query,cat,3,Who in the image is playing?,baseball players,baseball,blip_subset,players,False
12377091,query,cat,3,What kind of aircraft is dark colored?,airplane,plane,blip_subset,plane,False
01640569,query,cat,3,What article of clothing is blue?,sweatshirt,shirt,blip_subset,shirt,False
01640570,query,cat,3,What piece of clothing is blue?,sweatshirt,shirt,blip_subset,sweatshirt,True
18592855,query,cat,3,What kind of clothing is cream colored?,t-shirt,shirt,blip_subset,shirt,False
13606793,query,cat,3,Who is standing?,woman,man,blip_subset,woman,True
061010629,query,cat,3,What is the name of the piece of furniture that is not empty?,dining table,table,blip_subset,chair,False
061010630,query,cat,3,What piece of furniture isn't empty?,dining table,table,blip_subset,chair,False
08230128,query,cat,2,Which kind of device is it?,cell phone,phone,blip_subset,phone,False
03778263,query,cat,3,What toy is large?,stuffed bear,bear,blip_subset,teddy bear,False
03388747,query,cat,3,What is the device that is black?,remote control,remote,blip_subset,remote,False
03388748,query,cat,3,Which kind of device is black?,remote control,remote,blip_subset,remote,False
03633185,query,cat,3,What is the vehicle that is white?,train car,train,blip_subset,train,False
03633187,query,cat,3,What vehicle is white?,train car,train,blip_subset,train,False
01885331,query,cat,3,What toy is white?,stuffed bear,bear,blip_subset,bear,False
14206277,query,cat,3,Which kind of sign is red?,stop sign,stop,blip_subset,stop,False
09142734,query,cat,3,Who is playing?,woman,man,blip_subset,woman,True
12224621,query,cat,2,What is this device called?,cell phone,phone,blip_subset,phone,False
18383028,query,cat,3,What is the name of the long sleeved article of clothing?,dress shirt,shirt,blip_subset,sweater,False
18383027,query,cat,3,What kind of clothing is striped?,dress shirt,shirt,blip_subset,shirt,False
18383031,query,cat,3,What kind of clothing is long sleeved?,dress shirt,shirt,blip_subset,sweater,False
0581720,query,cat,3,Which kind of aircraft is blue?,airplane,plane,blip_subset,airplane,True
00324607,query,cat,2,What device is it?,computer mouse,mouse,blip_subset,mouse,False
00324606,query,cat,2,What is the device called?,computer mouse,mouse,blip_subset,mouse,False
00324612,query,cat,3,Which kind of device is blue?,computer mouse,mouse,blip_subset,frisbee,False
14964742,query,cat,3,What kind of aircraft is gray?,airplane,plane,blip_subset,airplane,True
06627080,query,cat,3,Which kind of clothing is white?,t-shirt,shirt,blip_subset,shirt,False
06627079,query,cat,3,What type of clothing is white?,t-shirt,shirt,blip_subset,shirt,False
18637040,query,cat,3,What kind of furniture is not white?,side table,table,blip_subset,bed,False
15785213,query,cat,3,What kind of clothing is gray?,t-shirt,shirt,blip_subset,shirt,False
15785211,query,cat,3,How is the gray clothing item called?,t-shirt,shirt,blip_subset,shirt,False
04987271,query,cat,3,Which kind of vehicle is old?,school bus,bus,blip_subset,bus,False
04987266,query,cat,2,How is the vehicle called?,school bus,bus,blip_subset,train,False
04987267,query,cat,2,What vehicle is it?,school bus,bus,blip_subset,bus,False
04987269,query,cat,3,What is the old vehicle called?,school bus,bus,blip_subset,bus,False
08561252,query,cat,3,What animal is large?,polar bear,bear,blip_subset,polar bear,True
06582899,query,cat,3,What is the animal that is brown?,polar bear,bear,blip_subset,polar bear,True
06582900,query,cat,3,What animal is brown?,polar bear,bear,blip_subset,polar bear,True
1638578,query,cat,3,What food is yellow?,omelette,omelet,blip_subset,eggs,False
1638576,query,cat,3,What is the yellow food?,omelette,omelet,blip_subset,eggs,False
161020581,query,cat,3,What kind of aircraft is black?,airplane,plane,blip_subset,plane,False
19737062,query,cat,3,What is the item of furniture that is made of wood called?,coffee table,table,blip_subset,couch,False
19737061,query,cat,3,Which kind of furniture is wooden?,coffee table,table,blip_subset,desk,False
07851063,query,cat,3,How is the dark clothing item called?,polo shirt,shirt,blip_subset,shirt,False
07851066,query,cat,3,Which kind of clothing is dark?,polo shirt,shirt,blip_subset,shirt,False
12669279,query,cat,2,What type of sign is in the photo?,stop sign,stop,blip_subset,stop,False
12669280,query,cat,2,Which kind of sign is it?,stop sign,stop,blip_subset,stop,False
12669289,query,cat,3,What sign is metallic?,stop sign,stop,blip_subset,stop sign,True
06271417,query,cat,3,Which kind of clothing is black?,t-shirt,shirt,blip_subset,shirt,False
06271415,query,cat,3,What is the black clothing item called?,t-shirt,shirt,blip_subset,shirt,False
121029613,query,cat,3,What device is closed?,cell phone,phone,blip_subset,phone,False
11877682,query,cat,3,What device isn't large?,cell phone,phone,blip_subset,phone,False
03213405,query,cat,3,Which kind of clothing is gray?,t-shirt,shirt,blip_subset,shirt,False
00307466,query,cat,3,How is the device that is not black called?,computer mouse,mouse,blip_subset,mouse,False
00307467,query,cat,3,What device is not black?,computer mouse,mouse,blip_subset,mouse,False
08928874,query,cat,3,What kind of device isn't white?,cell phone,phone,blip_subset,phone,False
08929016,query,cat,3,What device is small?,cell phone,phone,blip_subset,phone,False
08928859,query,cat,3,What kind of device is not large?,cell phone,phone,blip_subset,phone,False
08929006,query,cat,3,What kind of device is black?,cell phone,phone,blip_subset,phone,False
08928866,query,cat,3,What device is not bright?,cell phone,phone,blip_subset,phone,False
03677044,query,cat,2,What sign is it?,stop sign,stop,blip_subset,stop,False
03677043,query,cat,2,Which sign is in this image?,stop sign,stop,blip_subset,stop,False
03677048,query,cat,3,What do you think is the white sign called?,stop sign,stop,blip_subset,stop,False
09515085,query,cat,3,Who is looking down?,woman,man,blip_subset,horse,False
09515274,query,cat,3,What kind of clothing is blue?,t-shirt,shirt,blip_subset,shirt,False
09515271,query,cat,3,What is the blue clothing item called?,t-shirt,shirt,blip_subset,shirt,False
18158540,query,cat,3,What is the blue device?,cell phone,phone,blip_subset,phone,False
18158542,query,cat,3,What device is blue?,cell phone,phone,blip_subset,phone,False
18950895,query,cat,3,Which kind of aircraft is small?,airplanes,plane,blip_subset,plane,False
04499806,query,cat,3,What is the piece of clothing that is black?,t-shirt,shirt,blip_subset,shirt,False
16333,query,cat,3,Who in this image is running?,woman,man,blip_subset,men,False
08225307,query,cat,3,What kind of clothing is blue?,polo shirt,shirt,blip_subset,shirt,False
15801981,query,cat,2,What device is it?,remote control,remote,blip_subset,remote,False
18230142,query,cat,3,Which kind of vehicle is red?,minivan,van,blip_subset,car,False
18230138,query,cat,2,Which type of vehicle is that?,minivan,van,blip_subset,car,False
18230139,query,cat,3,What is the red vehicle called?,minivan,van,blip_subset,car,False
18230137,query,cat,2,What vehicle is it?,minivan,van,blip_subset,car,False
00457770,query,cat,3,What kind of clothing is striped?,dress shirt,shirt,blip_subset,shirt,False
00457771,query,cat,3,Which kind of clothing is striped?,dress shirt,shirt,blip_subset,shirt,False
04675575,query,cat,3,Who is sitting?,woman,man,blip_subset,man,False
11185911,query,cat,3,What appliance is silver?,microwave oven,microwave,blip_subset,microwave,False
11185908,query,cat,3,What is the stainless steel appliance?,microwave oven,microwave,blip_subset,microwave,False
11185828,query,cat,3,What appliance is not fancy?,microwave oven,microwave,blip_subset,microwave,False
021061252,query,cat,3,What kind of device is rounded?,computer mouse,mouse,blip_subset,mouse,False
021061243,query,cat,3,What kind of device is white?,computer mouse,mouse,blip_subset,mouse,False
04864288,query,cat,3,What aircraft is small?,airplane,plane,blip_subset,plane,False
00578220,query,cat,3,Which kind of furniture is made of wood?,computer desk,desk,blip_subset,desk,False
00578219,query,cat,3,What type of furniture is made of wood?,computer desk,desk,blip_subset,desk,False
00578218,query,cat,3,Which kind of furniture is wooden?,computer desk,desk,blip_subset,desk,False
00578213,query,cat,3,Which kind of furniture is large?,computer desk,desk,blip_subset,desk,False
12278275,query,cat,3,Which kind of clothing is wrinkled?,t-shirt,shirt,blip_subset,shirt,False
12278271,query,cat,3,What kind of clothing is blue?,t-shirt,shirt,blip_subset,shorts,False
12278269,query,cat,3,What is the article of clothing that is blue called?,t-shirt,shirt,blip_subset,shorts,False
03568676,query,cat,3,What clothing item is white?,dress shirt,shirt,blip_subset,tie,False
11976546,query,cat,3,Who is sitting?,baseball players,players,blip_subset,baseball player,False
18252656,query,cat,3,What is the grilled food?,chicken breast,chicken,blip_subset,chicken,False
18252659,query,cat,3,What food is grilled?,chicken breast,chicken,blip_subset,chicken,False
18453758,query,cat,3,Who is playing?,woman,man,blip_subset,boy,False
14796544,query,cat,3,Which kind of clothing is blue?,t-shirt,shirt,blip_subset,shirt,False
14796541,query,cat,3,What is the name of the blue clothing item?,t-shirt,shirt,blip_subset,shirt,False
05386412,query,cat,3,What kind of aircraft is large?,airplane,plane,blip_subset,airplane,True
122496,query,cat,2,What is the name of this vehicle?,train car,train,blip_subset,train,False
